1459	3685	6969	3031	2105
4593	2581	1160	508	7217
1956	6773	9490	7037	6821
7586	2274	7210	5014	8508
5852	8715	7584	5596	8877
8777	8305	4903	244	5706
4525	3460	8932	7171	2873
4856	2967	633	6552	7953
3853	6446	8069	5414	6937
8070	8676	4094	2394	1851
6487	4574	9140	6179	453
7705	2124	7730	5713	3828
1463	5890	1456	6244	3851
2821	5034	3985	4693	1648
7180	9573	1490	6530	2526
6174	695	1699	8190	3987
5775	4065	8348	341	2321
1618	4263	6841	981	7820
3930	3133	5954	5776	1160
7097	9003	5350	7964	6802
2851	2828	5721	2337	8810
3766	268	2103	6201	2998
1221	321	6442	8727	2082
2577	6398	1708	2623	7685
1453	4599	694	1313	1582
6810	1684	8934	8689	1689
290	8592	9017	2953	5108
673	6386	7310	7176	7772
92	6908	1280	7309	6057
5150	5959	2292	9970	7394
5914	5280	608	6566	9926
3134	3545	8991	5178	2412
337	6193	5533	4084	5114
1272	3447	9262	2050	2815
3528	3182	7290	5684	2973
3982	643	8749	2520	6492
9533	9136	7446	8433	4456
9996	4596	7256	9624	3956
868	5634	9100	971	8391
6912	6973	20	5289	6212
2641	3177	6341	6060	4212
1344	4473	8000	4446	2639
585	2436	6831	1108	3458
6037	4344	7443	1559	5108
3755	1001	6588	706	8245
4674	3477	2901	8895	3209
4911	9406	7533	393	9680
9642	8950	944	1055	9803
1214	8749	3052	4151	7882
9132	4485	415	8557	592
6327	5059	1682	2205	71
311	2042	3485	2247	3108
978	7906	9842	9136	7257
7651	7113	5970	8789	4270
8811	3594	1676	3160	5453
2499	1095	4112	9962	5164
2383	3739	8159	3018	7293
2788	3256	4633	2345	8994
7400	6307	3569	3377	540
4404	6389	4199	5663	7438
2151	6351	9588	8594	3339
4599	2099	812	3901	483
621	5654	6079	1004	4689
6143	7021	3547	2517	7446
6394	6452	7176	6465	5246
3463	5118	4325	2928	8820
7527	2635	2134	5395	7327
5531	6857	5789	7511	174
3151	6547	8886	7677	3819
5106	33	7697	5092	9159
7939	810	9767	9062	9046
3377	9313	253	2966	6577
5509	6093	7373	9463	8565
2649	7452	7898	5842	5699
7327	6361	2713	8509	5397
6843	4633	4695	745	1957
6356	8684	7178	5868	5668
3296	1131	2540	3195	3871
8634	1827	681	3274	6486
1932	4018	6508	1848	4424
5144	8885	8736	9457	185
7191	6748	4632	8154	7560
5451	9238	5738	7957	7455
1993	5852	5741	5139	8179
8170	4084	7765	8845	2676
533	3413	3751	4695	8254
3351	4602	9613	1839	5809
5786	5618	1106	2285	6766
6494	6118	5971	9448	4737
7891	7629	7367	3335	6677
3868	3288	4722	2465	2806
4319	460	6115	5802	2379
4805	4650	6388	1308	2745
7153	2194	5252	3087	9855
3175	4727	4041	3010	5360
4830	4291	1690	9824	5095
1463	3329	8179	942	2174
7261	2734	9380	1174	4940
3542	5634	4844	7649	4787
4527	9722	7965	9092	9640
7465	2410	8296	6501	4138
9889	7789	475	1080	8541
8262	1714	4489	7839	7117
90	4853	4713	9619	2784
1266	3831	7286	8406	2135
3499	8418	1565	8538	9797
1261	4671	9522	5690	934
7034	3804	4440	1304	9650
9379	5689	5927	6866	4832
4881	530	5821	2257	4628
1944	794	4335	6054	4528
5729	6451	4316	4251	2277
4926	5935	3913	5398	4565
8098	1294	1804	5149	6959
1031	3720	2769	1131	9129
7276	2315	709	9133	2836
5948	5757	460	536	8715
1138	5984	8664	626	5990
1980	1465	8947	4650	4823
4469	9588	2224	8803	7675
8725	2586	4944	8989	9387
3225	1175	4043	8091	8727
7715	6849	2155	7794	1348
960	2765	5718	2089	1894
1298	9024	9833	2274	9503
1519	7825	5871	5916	1257
6054	7511	3406	4945	3539
591	8878	2015	140	4012
4074	1975	712	4508	8455
4466	9294	4427	7392	1098
1848	5998	3295	1745	5341
6439	8668	5587	7611	4085
4030	4520	3000	9418	4303
5913	2350	2023	5752	1652
713	4609	3242	9388	9589
8284	5875	4549	1727	8339
1799	5893	7237	913	4750
5775	2779	4221	8594	2687
9642	7591	831	1850	3386
4928	7225	5966	2782	1477
8965	4874	8512	829	7908
5010	1878	1823	1481	4627
4367	3645	3475	2040	5784
7722	2282	6291	8225	7779
193	3069	901	4348	8303
2668	996	8388	2271	3209
5668	2264	7764	4945	9278
3851	4168	4128	3415	598
4412	804	5520	2792	8400
2465	5304	8183	9266	348
2837	5221	86	933	8443
7666	2068	1067	4908	7086
2208	3903	6232	3559	9375
1896	33	4232	9029	1183
5593	4982	2890	1573	7225
7800	4565	4019	147	3124
5059	4879	6327	7052	1410
4869	6043	580	635	6733
7759	1440	938	4807	666
9019	5955	8460	8605	9455
5236	3259	117	8963	8693
6538	3556	7373	7675	2817
1602	2110	5418	1813	2624
7057	1340	6982	7727	1054
8125	8044	4433	7659	3899
777	6265	9869	7049	37
6326	1424	1096	6193	6907
1928	373	6642	2359	570
1972	7507	7009	7515	7524
4918	9094	6652	916	4492
1876	7943	9548	957	9156
3904	3393	5232	226	1344
6692	3993	5172	4309	2190
3562	9457	3572	3546	8681
6709	8100	8777	1943	8350
3769	5455	2936	4895	4578
3311	4107	5011	1834	8152
2714	6512	8145	729	2234
9451	5928	3290	1851	652
1705	6230	4817	5816	2295
2047	5208	6615	99	6740
2225	8472	5110	2348	7474
7073	2426	7312	3663	947
6834	9013	1812	9556	2755
4221	7134	6896	1178	2616
6220	7248	2409	5450	4562
1975	3458	7882	5003	6147
8431	8998	4762	368	7006
5160	5442	3480	5002	3372
5871	2955	8686	4684	2453
2720	2853	2047	7120	9078
8285	6049	8732	6127	5707
4163	296	4030	4749	8770
406	3043	4118	2834	5937
8705	8900	1453	1798	3741
8932	3611	6985	2406	9099
2139	5917	3168	8921	2320
7591	3632	585	2264	4577
9440	3139	4490	8208	6921
146	867	4134	4041	5500
253	1968	1338	8683	8196
3475	525	9471	6007	6066
5873	4162	895	2924	9538
5407	4988	821	5363	2732
8841	3167	6226	7906	7545
3615	7444	8808	6359	8895
8298	2784	9471	8185	805
2418	7876	2383	4192	6019
4490	6671	4014	5728	4624
9020	9366	1977	3855	7532
6404	5492	9784	690	3452
4227	6027	9199	7072	5576
8757	3043	1865	9764	6798
4606	7535	5953	4842	971
1328	270	1729	9848	6470
7832	6648	311	71	5503
6087	2144	1674	7213	8724
8577	5139	3436	7783	8286
9077	8723	407	7643	2560
5956	6459	2111	4458	3461
1135	4794	7537	6246	7909
2940	4843	35	2190	3137
287	9308	668	4879	2293
6454	942	1908	7011	6057
6460	1437	1121	1404	7943
7805	4899	9985	4199	1913
9204	2874	8674	3066	4828
5689	9	9285	5204	4392
2605	2232	9470	3929	2833
6541	1711	6236	9160	8380
3894	9646	9377	3163	6295
1656	3771	3107	351	7632
4078	9655	6270	391	4048
5781	797	963	8453	8124
7110	3231	9233	7061	7453
4074	6955	7690	3689	5461
7281	2720	4513	6746	2711
3248	5632	8265	354	1929
9655	6512	9575	7259	4743
3368	3324	3574	831	2487
7519	9079	1977	605	7570
992	2874	4231	104	7283
9020	784	2430	7553	2681
1897	5182	5720	3664	4475
4262	6181	8985	544	91
4406	5557	4206	4856	5988
4189	7854	6383	3867	2951
9692	9105	6544	2317	1590
2205	897	9606	9311	2997
1930	8434	2056	4069	166
7484	7133	971	3706	666
5604	1012	4517	5597	6430
9699	8978	2255	2468	8352
3646	832	7579	6732	4689
9139	9707	3376	1502	571
9304	7534	6602	7863	6181
9743	3737	3022	8872	6341
6569	3912	6809	1930	5752
983	7012	2717	9967	1172
3169	4787	5206	7342	8989
7568	3888	7259	7514	1743
163	7325	6378	8150	9680
7551	4014	3352	7874	5844
2259	8901	9299	7854	5234
9995	7663	9550	6927	5370
4148	3792	7333	9376	9452
4041	1828	2270	6648	8736
1409	8224	4998	2220	4417
7860	9513	5607	8811	5276
397	2288	5854	5966	2124
2380	8429	2765	2395	2664
2571	2719	2682	667	7570
6649	5917	6943	6626	7260
9274	9878	3118	7931	1
8907	3687	6438	2003	8884
3592	2756	1016	8412	4782
1444	3961	680	9148	8818
1182	7990	6699	6041	8145
7980	3745	3100	4568	2724
2203	1569	9807	5511	9754
5597	1123	4324	1546	7809
9396	2350	5916	619	722
6048	8972	7121	796	3213
5232	5216	7672	806	3685
8193	9364	1290	1722	2034
3162	260	8093	6184	4825
4153	525	1644	6263	6031
343	5601	6252	7826	7886
7537	6830	7891	4919	8968
7870	7035	9344	8400	6256
2465	5468	1882	8471	8675
5503	2519	1839	4203	1860
8627	4819	3174	4620	670
6003	6068	3504	591	6581
8792	678	4967	1614	8257
1879	5297	5851	5603	3688
8343	6355	5123	1558	661
69	5304	2580	1927	8178
2085	8315	5476	5719	8353
5376	441	7433	1130	1268
8734	4041	4572	7961	7155
247	9468	9049	8765	7153
7374	7773	3084	3806	992
5856	5448	3947	4414	1182
5194	2315	3594	7407	6198
1423	6273	1444	8073	2586
106	5806	5422	9116	1358
3739	7716	6684	147	209
7111	9335	6943	5040	4759
8499	2278	3663	1910	7387
8566	7563	7612	9150	1503
9149	8017	6648	8113	3047
8334	4450	1078	2748	8755
9481	6763	6898	1235	840
2167	7162	3979	5659	9082
7627	5906	834	4438	1628
3658	3196	2582	281	4497
5186	3526	3395	3372	5093
9005	4704	3926	2383	5309
4238	4116	8341	254	6299
7989	1085	3045	7920	9308
2803	3876	476	5213	4870
5741	1019	1889	2755	3785
2969	6689	8388	7373	8100
9956	6378	3056	848	5542
6661	1713	6101	4815	4969
8056	3359	7989	4087	8270
1271	5225	7934	3261	1594
2269	9167	7673	5876	98
8792	3639	51	4071	1438
7013	368	583	1944	3717
9988	1258	8642	8628	3047
7125	7302	3705	7000	4763
420	8428	8616	2737	7325
1640	2640	6351	8529	5250
3473	2932	7375	6469	317
1469	3177	5177	7646	7942
7143	142	7381	1596	3583
9002	9539	8453	7955	8984
7451	515	3897	2652	1381
2477	1008	5175	3004	9952
3	8466	3702	5334	5055
2989	358	6878	6627	7768
208	3755	1780	5743	3471
9165	5800	5725	4880	7355
4309	1203	6518	567	8837
6912	2323	8565	1972	303
648	2922	4569	3358	4663
5005	144	4245	7337	2165
4708	2389	1668	9477	4866
2619	3766	5983	9238	1063
8700	2602	4117	6020	2576
6633	369	6750	2326	4731
780	3566	1991	4699	9449
9916	8959	4581	277	5158
7491	6646	4041	7374	8249
3648	1545	1174	44	5549
9085	4341	6105	4181	3613
9001	4440	2425	7824	5542
4716	6110	5693	3517	2674
5377	6825	8708	8133	8627
2683	9473	2609	4307	4804
8626	5336	5656	5621	4292
4713	9489	4958	943	534
2043	3564	3688	1519	2026
2402	2403	8687	2286	9281
1747	9460	7141	4828	6163
2192	720	9486	1200	3748
3623	510	3308	1901	639
417	5802	3959	5383	7134
4264	7602	8839	4100	7339
5746	2767	8462	2931	1871
2392	1113	2398	5976	7779
9207	7923	2585	3894	1804
1483	6592	5537	433	1602
6481	2813	2206	3314	8374
6055	4477	5954	7982	4689
8955	4285	1502	6000	6009
5616	1154	8670	593	2701
6512	2652	3627	4358	132
564	4797	6679	7435	5714
3331	9816	5737	5478	666
8383	4832	4954	2164	1794
4489	4578	3441	1928	1547
108	1813	9965	5758	9880
491	2024	8386	5245	5636
22	7055	7889	6764	2424
7630	5516	7038	7034	7423
7878	3246	1974	3526	318
5392	1476	6593	6002	8650
7427	1550	4600	8050	6166
9255	1929	4138	3297	2162
424	8833	26	2918	4437
4926	7018	2026	6888	5979
4491	3106	6018	6349	573
9516	5910	8143	5417	4140
8696	7596	6983	2901	1325
5753	3835	390	1223	3864
2393	7182	6501	3806	3725
467	4558	2400	4301	9327
2145	258	3477	3347	6388
8394	8889	1869	9967	5900
6998	2486	5386	9345	3760
8482	3696	8790	1788	8142
6739	9012	8709	3156	8426
3321	1676	8621	3862	127
8035	481	219	7886	2904
3544	3813	7157	8040	1696
4772	3859	6793	935	959
6350	513	3953	5856	9609
8458	6483	4885	5048	3038
4966	1101	5187	3723	1273
4877	8305	7001	4349	180
9	7808	73	397	7719
7445	4017	3943	8516	7731
61	7156	9792	5636	4224
4769	5560	129	2196	35
7256	4287	9436	4481	9176
4096	7396	4679	7768	6718
3030	5640	311	6457	3123
1179	3128	2623	6312	9510
2420	3255	4116	1800	890
1872	8621	2555	2174	7786
5150	6019	460	211	1067
4631	9677	5007	4977	4314
6187	4313	1102	7637	491
8558	5315	5212	2902	1111
7344	5089	9685	5301	8223
6359	6248	6026	5719	6335
1401	3128	4134	3388	8096
4361	8804	3534	8666	2912
4740	1928	2931	8759	6145
3119	7400	2155	144	1334
201	6424	9035	6370	1624
6117	2765	2497	1270	9376
6930	6872	4604	4444	4297
8902	3994	7091	35	9499
3820	8375	1159	4987	189
2386	6085	3249	8088	7218
3144	6617	4250	6361	861
3994	8618	6407	4073	7499
4441	2879	5214	8714	6571
4386	8965	5191	6370	2890
8262	5801	8936	4399	825
1377	2682	3626	972	5593
3963	3654	9599	2387	7646
1861	7290	6933	7350	791
3156	1523	7763	7753	4179
832	4329	412	1999	7756
5124	327	8551	6309	8360
3281	7689	2807	2181	5862
3564	8022	6895	4208	1970
8582	4418	3504	1511	5662
8473	8948	215	7827	1521
3125	2690	9704	4584	5907
4560	9649	6668	7	8721
6648	1902	6131	6273	6034
6120	5711	3340	8543	3862
5741	8662	261	2519	2855
3879	1426	1278	2360	485
3547	2052	7042	2013	7403
3570	5079	8498	9787	9349
8241	3848	4441	3830	4243
2638	3964	3527	5607	1913
9495	4514	998	5597	6120
643	2413	5204	8765	7776
1337	2515	911	3296	6930
2813	7677	6034	6052	5058
5352	8420	9840	7992	2933
2843	6858	8957	5290	2757
7101	6300	3754	533	6730
202	5523	9078	6095	5708
2200	6844	5764	7663	6813
1931	4883	7340	7939	3716
2706	1160	30	1653	540
6909	9788	2812	4039	2814
7728	2716	1957	3945	5960
8289	8778	4835	6404	8395
5435	3675	1699	8246	5632
9392	2072	985	747	6243
1926	162	9150	2430	325
2174	2411	8584	6738	6559
8117	2147	6552	6520	5012
3196	9606	4579	3362	2015
1020	6512	1409	9175	323
206	7809	9296	3544	3372
2875	2487	5979	1275	2801
9118	647	2182	4278	9868
4557	2326	7150	7252	738
5643	855	8552	1071	4457
1207	9401	6072	7977	1
8433	7159	2122	844	5150
6838	3628	483	2990	4928
7770	3219	5488	8572	6325
7248	5035	317	1723	1924
267	6832	2817	929	8190
2570	4176	9741	943	9457
9656	9496	6577	965	2586
942	8170	5289	2461	407
8979	428	5177	9353	610
3652	1731	5710	2768	6072
4408	6037	1136	7607	9046
2786	7424	7681	4758	7432
3703	5559	4509	2855	5348
7282	1533	8192	4358	9201
7506	7670	3885	6868	291
3097	1861	4632	2495	3256
9540	64	2505	2927	6080
8716	7988	7444	7988	8471
8727	6591	9678	9621	5322
2130	3809	9262	2659	6668
5365	9581	1707	1063	3874
4889	5527	7363	3553	9379
4734	572	8272	8262	4109
6310	2486	1979	7742	3143
9688	6392	5054	3136	3252
5959	1419	9293	7237	8038
4018	2422	3571	8187	9034
1870	9108	7093	7787	8700
9462	3805	8786	3625	1397
449	237	5187	9152	2906
4027	2658	2592	2358	5530
7450	3589	2186	9717	654
9521	3714	5343	2520	6997
935	8107	6250	6951	5121
2370	470	302	5052	6313
9667	927	9097	6092	9974
3319	7352	481	4611	1555
5931	2347	232	9396	1729
7433	6037	7445	3676	1169
5880	3380	3898	5434	8988
187	6301	6059	3592	2455
6403	3346	9277	3066	6692
7253	8546	7770	1407	5836
8335	5590	6875	6412	330
3618	4864	2249	3453	6123
4391	1145	9924	1368	7041
9953	2156	2210	5028	572
1718	3016	4699	7948	3827
6813	1310	8432	2804	5305
336	9671	1149	9977	2890
5853	4977	7561	6640	938
5896	2273	5540	6122	6368
3401	9996	5161	8751	8118
7027	5331	8679	8601	7479
9280	7070	5733	4044	8775
2706	581	2400	9739	6054
5968	6939	9027	8794	1807
9003	8523	3782	3039	6685
7147	7785	5335	356	3619
6066	8594	2634	4092	8908
3402	6204	9178	4935	6020
4887	7697	5436	8718	8042
4608	7176	2941	5082	645
6628	6428	4676	1202	5197
2000	2485	1754	1638	6424
5737	7448	392	2469	6222
5493	6642	1967	3661	4069
5847	5986	9509	164	7353
7412	1153	5369	5582	5138
9874	4168	5832	2390	22
4021	8092	2681	7525	2862
3724	746	1913	7527	7932
8254	4428	3844	2567	2261
2759	6210	1396	2955	205
4431	7181	7752	4309	8903
2223	91	1062	3539	9404
759	8626	6188	216	4768
1607	5731	418	3817	992
4662	8598	9448	1678	3274
2771	8414	232	5336	7929
3677	3504	7518	4651	1820
1313	1069	2635	8786	1408
251	9285	1413	629	1762
675	5305	2965	1458	2882
9291	7957	5662	2368	1428
2084	176	7262	6126	1217
578	412	3657	9285	3506
3526	4013	577	6203	6008
395	3765	4692	4820	4674
3024	4192	3281	8396	6804
9587	9685	531	3397	2993
6694	7391	5665	7875	7162
5515	7616	8758	477	9901
8957	2568	9331	5685	1552
5997	6385	8600	5460	8618
9843	9374	2701	6504	4274
8528	7805	8646	927	3568
847	6845	1190	4188	7016
1231	2931	3967	4490	9025
7264	5076	6684	3784	3884
763	5182	6146	3952	1927
3538	5923	9050	6023	9534
6977	3867	7393	6607	2107
6883	8922	3332	6429	2930
1189	1269	4582	2203	7887
8205	1746	4784	8307	3836
3556	8912	4815	6462	1861
7413	9128	4158	1341	3060
554	5413	9995	2805	2597
1978	5717	2263	7686	4766
9443	8973	3497	8353	8410
8825	4316	3299	1924	652
6820	5702	9809	5746	9501
177	1632	7207	3938	3650
6042	2542	9006	8398	7718
246	3832	3244	1610	500
2721	9336	7799	7292	9896
6769	4604	7967	2365	3120
222	2603	1796	2883	5930
6220	2713	3279	1804	798
1697	9407	763	1266	9760
3210	7120	2615	9673	8480
9857	3376	680	2548	8107
4779	671	778	9072	5418
3378	7212	2281	8286	140
8395	4918	7818	3721	8272
8531	2131	193	886	232
3595	8549	4310	1717	9886
8807	115	4103	547	976
991	8407	6056	6215	6620
81	2914	1043	910	1234
3897	4319	5930	7727	5725
7995	2286	7580	1332	9323
9086	7424	500	5567	440
3709	7736	4237	8743	2419
8930	8933	7233	5729	5586
4306	5114	3110	2960	6098
2661	1254	6289	439	1716
4672	3382	8809	8163	4486
7019	8484	5668	6323	5281
1048	9576	3970	1665	868
8016	1553	7262	7144	650
9256	9880	5417	7766	7956
2144	7948	3673	2972	223
3424	7114	1667	3249	5235
2071	996	2572	237	1074
3499	7800	4094	3173	4786
8482	1704	1865	1212	5832
3609	4794	2013	8013	608
5091	7026	1624	5364	9499
203	8330	774	2234	1627
8631	4100	1942	611	6004
2946	1913	5361	7576	8801
8445	2149	6458	45	9355
